Country,Code,Voice and Accountability,Political Stability and Absence of Violence/Terrorism,Government Effectiveness,Regulatory Quality,Rule of Law,Control of Corruption
Syrian Arab Republic,SYR,-1.9798752069473267,-2.727996349334717,-1.711279273033142,-1.7579034566879272,-2.076063394546509,-1.688552737236023
Chad,TCD,-1.4177297353744507,-1.3400243520736694,-1.5684038400650024,-1.1192482709884644,-1.2833583354949951,-1.4205666780471802
Togo,TGO,-0.7209277153015137,-0.8053930401802063,-0.9173346757888794,-0.6789817214012146,-0.5887966752052307,-0.7497167587280273
Thailand,THA,-0.8272712826728821,-0.5375580787658691,0.3570563495159149,0.11610496789216995,0.10288157314062119,-0.4073984920978546
Tajikistan,TJK,-1.8295934200286865,-0.5751481056213379,-1.049005389213562,-1.0110654830932617,-1.2279412746429443,-1.3211725950241089
Turkmenistan,TKM,-2.1314690113067627,-0.09364098310470581,-1.1562397480010986,-1.9576020240783691,-1.414784550666809,-1.5119054317474365
Timor-Leste,TMP,0.38276639580726624,0.23987026512622833,-0.884692370891571,-0.7843469977378845,-1.1110148429870605,-0.38298270106315613
Tonga,TON,0.5559594631195068,1.1205109357833862,0.1627243310213089,-0.32663923501968384,0.45866918563842773,-0.34568023681640625
Trinidad and Tobago,TTO,0.624919056892395,0.05524015054106712,0.10015146434307098,-0.15098600089550018,-0.1202659085392952,-0.19135574996471405
Tunisia,TUN,0.28140565752983093,-0.8325363397598267,-0.10227388888597488,-0.4372052252292633,0.06221868842840195,-0.07705046981573105
Turkey,TUR,-0.8147029876708984,-1.3428292274475098,0.048385970294475555,-0.007316892966628075,-0.28296324610710144,-0.2909700572490692
Tuvalu,TUV,1.1224985122680664,1.2045668363571167,-0.6466321349143982,-0.5554741024971008,0.4812893271446228,0.40907853841781616
"Taiwan, China",TWN,0.995908260345459,0.7195976972579956,1.436753511428833,1.4027597904205322,1.1411211490631104,1.045265555381775
Tanzania,TZA,-0.5037909746170044,-0.36204707622528076,-0.8790504336357117,-0.6409062147140503,-0.5779313445091248,-0.39087092876434326
Uganda,UGA,-0.6238396167755127,-0.6457884311676025,-0.5852001309394836,-0.37422439455986023,-0.3146112263202667,-1.1656256914138794
Ukraine,UKR,0.055237796157598495,-1.5238696336746216,-0.29658252000808716,-0.2586700916290283,-0.6983514428138733,-0.7095971703529358
Uruguay,URY,1.2569401264190674,1.045502781867981,0.6957387924194336,0.5094084143638611,0.6212631464004517,1.2465108633041382
United States,USA,0.9652480483055115,0.29798582196235657,1.4891815185546875,1.3453584909439087,1.4610936641693115,1.2153260707855225
Uzbekistan,UZB,-1.6055108308792114,-0.27243340015411377,-0.5146490335464478,-0.993292510509491,-1.0481816530227661,-1.053790807723999
St. Vincent and the Grenadines,VCT,0.927590548992157,0.9597089886665344,0.22584962844848633,0.21223247051239014,0.44635623693466187,0.7815564870834351
"Venezuela, RB",VEN,-1.4094308614730835,-1.4454848766326904,-1.6583069562911987,-2.3591158390045166,-2.3200535774230957,-1.5098400115966797
Virgin Islands (U.S.),VIR,NA,1.0772281885147095,0.8158238530158997,1.228176474571228,1.090258002281189,0.6249011754989624
Vietnam,VNM,-1.380526065826416,0.1318749189376831,0.039076801389455795,-0.2623482942581177,-0.016898753121495247,-0.5138410925865173
Vanuatu,VUT,0.663360595703125,1.0262949466705322,-0.5464751124382019,-0.4600435793399811,0.1778533160686493,-0.2588750422000885
West Bank and Gaza,WBG,-1.0081884860992432,-1.9420775175094604,-0.7440845966339111,0.03381555527448654,-0.48548009991645813,-0.25957411527633667
