genres,rated,title,countries,year,type,languages,imdb_rating,rt_rating,decade
Action,PG,The Rescue,USA,1988,movie,English,5.2,3,1990
Comedy,NA,Heart of a Dog,Soviet Union,1988,movie,Russian,9,4.5,1990
Horror,NOT RATED,"Tetsuo, the Iron Man",Japan,1989,movie,Japanese,7,3.8,1990
Drama,R,The Unbearable Lightness of Being,USA,1988,movie,English,7.4,3.9,1990
Documentary,NA,A Tale of the Wind,France,1988,movie,French,7.3,4,1990
Comedy,NA,My Twentieth Century,Hungary,1989,movie,Hungarian,7.1,4.2,1990
Comedy,PG,Bloodhounds of Broadway,USA,1989,movie,English,5.6,2.9,1990
Comedy,NA,"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",Soviet Union,1990,movie,Russian,7.3,3.9,1990
Comedy,PG,Ghostbusters II,USA,1989,movie,English,6.5,3.2,1990
Documentary,NA,Isle of Flowers,Brazil,1989,movie,Portuguese,8.5,4.3,1990
Drama,NOT RATED,Black Rain,Japan,1989,movie,Japanese,8,3.8,1990
Drama,NA,Noce blanche,France,1989,movie,French,7,3.6,1990
Comedy,NA,Ollie Hopnoodle's Haven of Bliss,USA,1988,movie,English,7.7,3.6,1990
Drama,PG-13,Paperhouse,UK,1988,movie,English,6.8,3.6,1990
Drama,PG,Quicker Than the Eye,Switzerland,1988,movie,French,4.5,4,1990
Comedy,PG,Shag,UK,1989,movie,English,6.3,3.9,1990
Comedy,PG,Turner & Hooch,USA,1989,movie,English,6,3,1990
Comedy,R,When Harry Met Sally...,USA,1989,movie,English,7.6,3.5,1990
Comedy,R,The Bonfire of the Vanities,USA,1990,movie,English,5.4,2.6,1990
Animation,NA,Creature Comforts,UK,1989,movie,English,7.8,3.7,1990
Drama,PG-13,Edward Scissorhands,USA,1990,movie,English,8,3.8,1990
Comedy,R,Far Out Man,USA,1990,movie,English,4.9,3.1,1990
Comedy,PG,The Freshman,USA,1990,movie,English,6.5,3.1,1990
Biography,NA,"Good Evening, Mr. Wallenberg",Sweden,1990,movie,Swedish,6.6,3.7,1990
Drama,PG-13,Graffiti Bridge,USA,1990,movie,English,4.1,2.9,1990
Drama,R,Heat Wave,USA,1990,movie,English,6.8,4,1990
Crime,UNRATED,Henry: Portrait of a Serial Killer,USA,1986,movie,English,7.1,3.6,1990
Drama,NA,Swan Lake: The Zone,Soviet Union,1990,movie,Ukrainian,7.1,4.2,1990
Drama,R,Longtime Companion,USA,1989,movie,English,7.6,3.9,1990
Drama,NOT RATED,Close-Up,Iran,1990,movie,Persian,8.2,4.1,1990
Action,R,Predator 2,USA,1990,movie,English,6.2,2.9,1990
Crime,R,Presumed Innocent,USA,1990,movie,English,6.9,3.4,1990
Comedy,R,Pretty Woman,USA,1990,movie,English,6.9,3.5,1990
Comedy,PG-13,The Nasty Girl,West Germany,1990,movie,German,7.5,3.7,1990
Sci-Fi,PG-13,Solar Crisis,Japan,1990,movie,English,3.8,2.1,1990
Drama,NA,Taxi Blues,Soviet Union,1990,movie,Russian,7.4,3.4,1990
Drama,PG,To Sleep with Anger,USA,1990,movie,English,7,3.9,1990
Comedy,NC-17,Wild at Heart,USA,1990,movie,English,7.3,3.7,1990
Documentary,NA,35 Up,UK,1991,movie,English,8.2,4.1,1990
Comedy,PG-13,The Addams Family,USA,1991,movie,English,6.8,3.2,1990
Comedy,R,The Adjuster,Canada,1991,movie,English,6.8,3.6,1990
Drama,R,The Lovers on the Bridge,France,1991,movie,French,7.5,4,1990
Drama,NA,Bian zou bian chang,China,1991,movie,Mandarin,7,3.8,1990
Horror,R,The Borrower,USA,1991,movie,English,5.3,2.8,1990
Crime,R,Dead Again,USA,1991,movie,English,7,3.6,1990
Crime,R,Diary of a Hitman,USA,1991,movie,English,5.4,2.9,1990
Comedy,R,Shocker,USA,1989,movie,English,5.4,2.7,1990
Drama,UNRATED,The Seventh Continent,Austria,1989,movie,German,7.8,4.1,1990
Drama,NA,Speaking Parts,Canada,1989,movie,English,6.7,3.6,1990
Documentary,NA,The Civil War,USA,1990,series,English,9.4,3.2,1990
Action,R,Air America,USA,1990,movie,English,5.7,2.7,1990
Drama,PG-13,By Dawn's Early Light,USA,1990,movie,English,7.1,3.6,1990
Drama,NA,City of the Blind,Mexico,1991,movie,Spanish,6.6,3,1990
Comedy,PG-13,Green Card,France,1990,movie,English,6.2,2.8,1990
Comedy,R,Pump Up the Volume,Canada,1990,movie,English,7.1,3.4,1990
Comedy,NA,On Tour,Italy,1990,movie,Italian,7.1,3.9,1990
Comedy,PG-13,Tremors,USA,1990,movie,English,7.1,3,1990
Drama,R,Wild Orchid,USA,1989,movie,English,4.5,2.9,1990
Adventure,PG,The Witches,UK,1990,movie,English,6.8,3.2,1990
Crime,UNRATED,Days of Being Wild,Hong Kong,1990,movie,Cantonese,7.6,4,1990
Comedy,PG,Defending Your Life,USA,1991,movie,English,7.3,3.7,1990
Drama,PG,Enchanted April,UK,1991,movie,English,7.4,3.9,1990
Drama,R,Flirting,Australia,1991,movie,English,7.3,3.4,1990
Drama,NA,Warsaw Bridge,Spain,1989,movie,Spanish,6.8,2.7,1990
Fantasy,R,Puppetmaster,USA,1989,movie,English,5.6,3.1,1990
Drama,R,Scandal,UK,1989,movie,English,6.4,3.2,1990
Comedy,R,Some Girls,UK,1988,movie,English,6,3,1990
Comedy,PG,Steel Magnolias,USA,1989,movie,English,7.2,3.6,1990
Comedy,R,Too Beautiful for You,France,1989,movie,French,6.7,3.5,1990
Comedy,R,Book of Love,USA,1990,movie,English,6,3.1,1990
Horror,R,Crash and Burn,USA,1990,movie,English,4.9,2.9,1990
Mystery,R,Fear,USA,1990,movie,English,6.3,3.4,1990
Drama,R,Horseplayer,USA,1990,movie,English,7.3,3.6,1990
Drama,PG-13,Ju Dou,China,1990,movie,Mandarin,7.8,3.9,1990
Family,NA,Maine Pyar Kiya,India,1989,movie,Hindi,7.6,4.2,1990
Drama,PG-13,Mr. & Mrs. Bridge,UK,1990,movie,English,6.7,3.1,1990
Drama,PG-13,Music Box,USA,1989,movie,English,7.3,3.6,1990
Comedy,PG,Problem Child,USA,1990,movie,English,5.2,2.6,1990
Action,R,RoboCop 2,USA,1990,movie,English,5.7,2.7,1990
Drama,NA,The Law,Switzerland,1990,movie,More,7.2,3.3,1990
Documentary,NA,Anima Mundi,Italy,1992,movie,Inconnu,7.9,4,1990
Adventure,PG,Bingo,USA,1991,movie,English,4.6,2.7,1990
Comedy,PG-13,The Butcher's Wife,USA,1991,movie,English,5.2,2.7,1990
Crime,R,Cape Fear,USA,1991,movie,English,7.3,3.5,1990
Comedy,PG,Once Upon a Crime...,Germany,1992,movie,English,5.8,3,1990
Comedy,PG,Father of the Bride,USA,1991,movie,English,6.4,3.2,1990
Action,R,Moon 44,West Germany,1990,movie,English,5,2.7,1990
Action,R,The Rainbow,UK,1989,movie,English,6.3,3.4,1990
Biography,PG-13,Romero,USA,1989,movie,English,7.3,3.8,1990
Comedy,PG,She's Out of Control,USA,1989,movie,English,5.2,2.8,1990
Action,NA,They Call Me Macho Woman!,USA,1991,movie,English,4.1,2.5,1990
Drama,R,"Sex, Lies, and Videotape",USA,1989,movie,English,7.2,3.4,1990
Action,NA,Boiling Point,Japan,1990,movie,Japanese,6.8,3.5,1990
Comedy,R,Bride of Re-Animator,USA,1989,movie,English,6.2,3.1,1990
Drama,R,Come See the Paradise,USA,1990,movie,English,6.7,3.5,1990
Action,R,Darkman,USA,1990,movie,English,6.4,3,1990
Action,PG,Dick Tracy,USA,1990,movie,English,6.1,2.8,1990
Comedy,NA,Dil,India,1990,movie,Hindi,6.9,3.5,1990
Comedy,R,Ghosts Can't Do It,USA,1989,movie,English,2.2,2.3,1990
Adventure,G,My Father's Glory,France,1990,movie,French,7.6,4,1990
Romance,NA,Red Dust,Hong Kong,1990,movie,Cantonese,7.3,3.4,1990
Drama,R,The Handmaid's Tale,USA,1990,movie,English,6,3,1990
Biography,NC-17,Henry & June,USA,1990,movie,English,6.4,3.5,1990
Comedy,R,The Hairdresser's Husband,France,1990,movie,French,7.4,4,1990
Action,PG-13,Memphis Belle,UK,1990,movie,English,6.9,3.4,1990
Drama,PG-13,Men Don't Leave,USA,1990,movie,English,6.7,3.4,1990
Adventure,R,Mountains of the Moon,USA,1990,movie,English,7.3,3.6,1990
Animation,G,The Rescuers Down Under,USA,1990,movie,English,6.9,3.2,1990
Crime,NA,Dolly and Her Lover,Finland,1990,movie,Finnish,6.3,NA,1990
Comedy,R,A Shock to the System,USA,1990,movie,English,6.7,3.4,1990
Drama,PG-13,Stella,USA,1990,movie,English,5.9,3.3,1990
Drama,NA,Ultrè,Italy,1991,movie,Italian,6.6,2.9,1990
Animation,G,Beauty and the Beast,USA,1991,movie,English,8,3.7,1990
Drama,PG-13,Cadence,USA,1990,movie,English,6.5,3.3,1990
Comedy,PG,Curly Sue,USA,1991,movie,English,5.7,2.8,1990
Comedy,R,The Fisher King,USA,1991,movie,English,7.6,3.6,1990
Adventure,R,Old Gringo,USA,1989,movie,English,5.8,3.1,1990
Comedy,R,Parents,Canada,1989,movie,English,6.2,3.1,1990
Drama,NA,Resurrected,UK,1989,movie,English,5.9,3.4,1990
Drama,NA,Rikyu,Japan,1989,movie,Japanese,7.4,3.9,1990
Drama,NA,s/y Glèdjen,Sweden,1989,movie,Swedish,4.8,4,1990
Comedy,PG,Rosalie Goes Shopping,USA,1989,movie,English,6,3.6,1990
Comedy,R,Scenes from the Class Struggle in Beverly Hills,USA,1989,movie,English,6.2,3,1990
Crime,R,Sea of Love,USA,1989,movie,English,6.8,3.3,1990
Action,PG,Star Trek V: The Final Frontier,USA,1989,movie,English,5.4,2.8,1990
Drama,R,Valmont,France,1989,movie,English,7,3.5,1990
Adventure,PG,The Wizard,USA,1989,movie,English,6,3.1,1990
Drama,R,Last Images of the Shipwreck,Argentina,1989,movie,Spanish,7.2,4.1,1990
Comedy,R,Sweetie,Australia,1989,movie,English,6.9,3.5,1990
Comedy,R,Betsy's Wedding,USA,1990,movie,English,5.6,2.8,1990
Action,PG-13,Armour of God 2: Operation Condor,Hong Kong,1991,movie,Cantonese,7.2,3.2,1990
Drama,R,Roger Corman's Frankenstein Unbound,USA,1990,movie,English,5.4,2.9,1990
Comedy,NA,Ghayal,India,1990,movie,Hindi,7.5,3.6,1990
Comedy,PG,Ghost Dad,USA,1990,movie,English,4.3,2.5,1990
Crime,R,The Godfather: Part III,USA,1990,movie,English,7.6,3.7,1990
Comedy,PG-13,Gremlins 2: The New Batch,USA,1990,movie,English,6.3,3,1990
Drama,NA,Hamoun,Iran,1990,movie,Persian,8.3,4.2,1990
Action,R,Hardware,UK,1990,movie,English,5.9,3.1,1990
Comedy,PG,Home Alone,USA,1990,movie,English,7.4,3.3,1990
Drama,NA,In nome del popolo sovrano,Italy,1990,movie,Italian,6.5,3.2,1990
Drama,R,Jacob's Ladder,USA,1990,movie,English,7.5,3.7,1990
Drama,NOT RATED,It,USA,1990,series,English,6.9,3.2,1990
Animation,G,Jetsons: The Movie,USA,1990,movie,English,5.5,3,1990
Action,PG-13,Kindergarten Cop,USA,1990,movie,English,6,3,1990
Inconnu,NA,Lost in the Barrens,Canada,1990,movie,English,6.8,3.3,1990
Drama,R,Mo' Better Blues,USA,1990,movie,English,6.5,3.6,1990
Drama,NA,Le party,Canada,1990,movie,French,7,4.3,1990
Drama,R,The Reflecting Skin,UK,1990,movie,English,7.1,3.9,1990
Comedy,UNRATED,Riff-Raff,UK,1991,movie,English,7.1,3.8,1990
Drama,PG-13,Rocky V,USA,1990,movie,English,5.1,2.8,1990
Biography,R,Reversal of Fortune,USA,1990,movie,English,7.3,3.6,1990
Comedy,PG,Rosencrantz & Guildenstern Are Dead,UK,1990,movie,English,7.7,4,1990
Fantasy,R,Soultaker,USA,1990,movie,English,2.2,2.5,1990
Comedy,NC-17,Tie Me Up! Tie Me Down!,Spain,1989,movie,Spanish,7,3.7,1990
Action,R,Backdraft,USA,1991,movie,English,6.7,3.4,1990
Adventure,R,Black Robe,Canada,1991,movie,Cree,7.1,3.4,1990
Comedy,PG-13,City Slickers,USA,1991,movie,English,6.7,3.1,1990
Crime,R,City of Hope,USA,1991,movie,English,7.4,3.7,1990
Drama,PG,Raise the Red Lantern,China,1991,movie,Mandarin,8.2,4.1,1990
Comedy,R,Death in Brunswick,Australia,1990,movie,English,6.6,3.5,1990
Drama,PG-13,Fried Green Tomatoes,USA,1991,movie,English,7.6,3.7,1990
Action,R,The Mighty Quinn,USA,1989,movie,English,6.1,3.1,1990
Comedy,NA,Ono,Soviet Union,1990,movie,Russian,6.5,3.9,1990
Drama,NA,La nacièn clandestina,Bolivia,1989,movie,Spanish,6.9,3.8,1990
Comedy,R,Mystery Train,USA,1989,movie,English,7.6,3.9,1990
Drama,R,The Phantom of the Opera,USA,1989,movie,English,5.4,3.3,1990
Drama,G,Prancer,USA,1989,movie,English,6.2,3,1990
Sci-Fi,PG-13,The Return of Swamp Thing,USA,1989,movie,English,4.4,2.6,1990
Action,R,Rooftops,USA,1989,movie,English,4.5,2.8,1990
Action,NA,Violent Cop,Japan,1989,movie,Japanese,7.2,3.7,1990
Biography,NA,Tumbledown,UK,1988,movie,English,7.6,3.8,1990
Comedy,R,Vampire's Kiss,USA,1988,movie,English,5.8,3,1990
Comedy,PG-13,Weekend at Bernie's,USA,1989,movie,English,6.3,3,1990
Biography,R,An Angel at My Table,New Zealand,1990,movie,English,7.6,4,1990
Comedy,NA,The Big Steal,Australia,1990,movie,English,6.9,3.6,1990
Horror,R,Child's Play 2,USA,1990,movie,English,5.7,2.8,1990
Action,R,Class of 1999,USA,1989,movie,English,5.7,3.2,1990
Drama,NA,La discrète,France,1990,movie,French,7,4.1,1990
Drama,PG-13,The Forbidden Dance,USA,1990,movie,English,3.3,3.6,1990
Drama,PG-13,Ghost,USA,1990,movie,English,7,3.5,1990
Horror,R,Graveyard Shift,USA,1990,movie,English,4.7,2.7,1990
Drama,PG,Hamlet,USA,1990,movie,English,6.8,3.2,1990
Drama,NA,The Incident,USA,1990,movie,English,7.1,2.8,1990
Horror,X,Leatherface: Texas Chainsaw Massacre III,USA,1990,movie,English,5.1,2.9,1990
Drama,PG,The Long Walk Home,USA,1990,movie,English,7.3,3.7,1990
Comedy,PG-13,Mermaids,USA,1990,movie,English,6.6,3.1,1990
Horror,R,Pale Blood,Hong Kong,1990,movie,English,4.9,3.7,1990
Drama,NA,The Phantom of the Opera,USA,1990,movie,English,7.5,4,1990
Drama,R,At Play in the Fields of the Lord,USA,1991,movie,English,6.7,3.3,1990
Crime,R,Boyz n the Hood,USA,1991,movie,English,7.8,3.7,1990
Comedy,R,The Dark Backward,USA,1991,movie,English,5.4,3.4,1990
Drama,PG-13,The Doctor,USA,1991,movie,English,6.9,3.4,1990
Drama,PG-13,Eyes of an Angel,USA,1991,movie,English,5.2,3.5,1990
Comedy,R,Freddy's Dead: The Final Nightmare,USA,1991,movie,English,4.9,3,1990
Comedy,R,Rabid Grannies,Belgium,1988,movie,French,4.9,2.7,1990
Comedy,NA,Recollections of the Yellow House,Portugal,1989,movie,Portuguese,7.6,4,1990
Horror,R,Spontaneous Combustion,USA,1990,movie,English,4.5,2.5,1990
Drama,R,That Summer of White Roses,Yugoslavia,1989,movie,English,6.2,3.1,1990
Horror,NA,The Woman in Black,UK,1989,movie,English,7.4,3.8,1990
Action,R,Blue Steel,USA,1989,movie,English,5.6,2.8,1990
Biography,PG,Cyrano de Bergerac,France,1990,movie,French,7.6,3.8,1990
Drama,UNRATED,The Garden,UK,1990,movie,English,6.7,3.8,1990
Biography,R,Goodfellas,USA,1990,movie,English,8.7,4.3,1990
Drama,R,Havana,USA,1990,movie,English,6,3.2,1990
Drama,NA,Song of the Exile,Hong Kong,1990,movie,Cantonese,7.4,4.2,1990
Biography,R,The Krays,UK,1990,movie,English,6.7,3.7,1990
Crime,R,Miami Blues,USA,1990,movie,English,6.4,3.1,1990
Action,R,Death Street USA,UK,1988,movie,English,4.6,2.7,1990
Documentary,R,Paris Is Burning,USA,1990,movie,English,8,4.1,1990
Drama,NA,The Second Circle,Soviet Union,1990,movie,Russian,7.3,3.9,1990
Comedy,PG-13,Tune in Tomorrow...,USA,1990,movie,English,6.2,3,1990
Action,R,Until the End of the World,Germany,1991,movie,English,6.9,4,1990
Horror,R,Body Parts,USA,1991,movie,English,5.4,2.6,1990
Biography,R,Bugsy,USA,1991,movie,English,6.8,3.2,1990
Comedy,R,The Commitments,Ireland,1991,movie,English,7.5,3.7,1990
Comedy,R,Delicatessen,France,1991,movie,French,7.7,4.1,1990
Family,NA,War of the Birds,Denmark,1990,movie,Danish,7.3,4.1,1990
Drama,NOT RATED,The Mahabharata,Belgium,1989,series,English,7.9,4,1990
Comedy,R,Major League,USA,1989,movie,English,7.2,3.4,1990
Biography,R,My Left Foot,Ireland,1989,movie,English,7.9,4,1990
Drama,NA,Nocturne indien,France,1989,movie,English,7,4.2,1990
Comedy,PG,Cannonball Fever,Canada,1989,movie,English,4.2,2.9,1990
Action,R,Warlock,USA,1989,movie,English,6.2,3.1,1990
Comedy,PG-13,Alice,USA,1990,movie,English,6.6,3.3,1990
Comedy,NA,Back to the USSR - takaisin Ryssiin,Finland,1992,movie,Finnish,5.7,3.1,1990
Documentary,NOT RATED,Berkeley in the Sixties,USA,1990,movie,English,7.5,3.8,1990
Drama,R,Flatliners,USA,1990,movie,English,6.5,3.2,1990
Adventure,R,Lord of the Flies,USA,1990,movie,English,6.4,3.1,1990
Action,R,La Femme Nikita,France,1990,movie,French,7.4,3.6,1990
Adventure,R,The King's Whore,UK,1990,movie,French,5.8,3.4,1990
Comedy,PG-13,Repossessed,USA,1990,movie,English,4.7,2.6,1990
Drama,R,The Russia House,USA,1990,movie,English,6.1,3,1990
Adventure,R,The Sheltering Sky,UK,1990,movie,English,6.8,3.7,1990
Adventure,PG,White Hunter Black Heart,USA,1990,movie,English,6.7,3.3,1990
Animation,NA,Adam,UK,1992,movie,English,6.8,NA,1990
Biography,R,The Lover,France,1992,movie,English,6.9,3.8,1990
Comedy,PG-13,Don't Tell Mom the Babysitter's Dead,USA,1991,movie,English,6,3.9,1990
Drama,NA,Eline Vere,Netherlands,1991,movie,Dutch,6.1,2.7,1990
Horror,R,A Nightmare on Elm Street 5: The Dream Child,USA,1989,movie,English,5.1,2.9,1990
Comedy,R,New Year's Day,USA,1989,movie,English,5.6,2.8,1990
Drama,R,The Little Thief,France,1988,movie,French,7,3.6,1990
Action,R,Road House,USA,1989,movie,English,6.4,3.2,1990
Documentary,R,Roger & Me,USA,1989,movie,English,7.5,3.6,1990
Action,R,Tango & Cash,USA,1989,movie,English,6.3,3,1990
Animation,NA,Darkness Light Darkness,Czechoslovakia,1989,movie,Czech,7.9,3.8,1990
Drama,PG,"Wait Until Spring, Bandini",Belgium,1989,movie,English,6.2,4.5,1990
Documentary,NA,Water and Power,USA,1989,movie,English,7.4,3.6,1990
Drama,PG,When the Whales Came,UK,1989,movie,English,6.5,3.7,1990
Comedy,PG,3 Men and a Little Lady,USA,1990,movie,English,5.2,2.8,1990
Documentary,PG-13,American Dream,USA,1990,movie,English,7.9,3.7,1990
Adventure,PG,My Mother's Castle,France,1990,movie,French,7.5,4,1990
Thriller,R,Misery,USA,1990,movie,English,7.8,3.7,1990
Action,R,Total Recall,USA,1990,movie,English,7.5,3.3,1990
Action,TV-14,King of Beggars,Hong Kong,1992,movie,Cantonese,6.9,3.6,1990
Comedy,G,All I Want for Christmas,USA,1991,movie,English,6,3.1,1990
Comedy,PG-13,The Ballad of the Sad Cafe,UK,1991,movie,English,6.4,3.6,1990
Adventure,R,Cabeza de Vaca,Mexico,1991,movie,Spanish,7,3.3,1990
Comedy,R,Chameleon Street,USA,1989,movie,English,7.1,4.1,1990
Drama,R,The Double Life of Veronique,France,1991,movie,French,7.9,4.2,1990
Animation,G,Kiki's Delivery Service,Japan,1989,movie,Japanese,7.9,2.7,1990
Drama,R,Powwow Highway,UK,1989,movie,English,7.3,4,1990
Comedy,R,The Toxic Avenger Part III: The Last Temptation of Toxie,USA,1989,movie,English,4.3,2.6,1990
Drama,R,True Believer,USA,1989,movie,English,6.7,3.3,1990
Comedy,R,The War of the Roses,USA,1989,movie,English,6.8,3.2,1990
Crime,R,"After Dark, My Sweet",USA,1990,movie,English,6.6,3.3,1990
Comedy,NA,All the Vermeers in New York,USA,1990,movie,English,6.7,3,1990
Action,R,The Ambulance,USA,1990,movie,English,5.8,3.2,1990
Drama,PG,Avalon,USA,1990,movie,English,7.3,3.7,1990
Action,PG,A Cry in the Wild,USA,1990,movie,English,5.4,3.2,1990
Crime,R,Desperate Hours,USA,1990,movie,English,5.4,2.7,1990
Animation,G,DuckTales the Movie: Treasure of the Lost Lamp,France,1990,movie,English,6.9,3.2,1990
Comedy,PG,Iron & Silk,USA,1990,movie,English,7,3.7,1990
Horror,R,Jekyll & Hyde,UK,1990,movie,English,6.2,3.4,1990
Crime,X,King of New York,Italy,1990,movie,Spanish,7,3.7,1990
Drama,NOT RATED,The Old Man and the Sea,UK,1990,movie,English,6.9,3.3,1990
Comedy,R,Perfectly Normal,UK,1991,movie,English,6.4,3.6,1990
Drama,NA,Return Home,Australia,1990,movie,English,7.1,0.5,1990
Comedy,R,Tales from the Darkside: The Movie,USA,1990,movie,English,6.1,3.1,1990
Comedy,PG-13,Tatie Danielle,France,1990,movie,English,7.1,4,1990
Romance,PG-13,Thousand Pieces of Gold,USA,1991,movie,English,7.2,3.7,1990
Drama,NA,Children of Nature,Germany,1991,movie,Icelandic,7.7,3.8,1990
Comedy,R,For the Boys,USA,1991,movie,English,6.2,3.2,1990
Inconnu,NA,Chizuko's Younger Sister,Japan,1991,movie,Japanese,7.4,3.1,1990
Drama,PG-13,Millennium,USA,1989,movie,English,5.7,2.8,1990
Comedy,PG,Miss Firecracker,USA,1989,movie,English,6,3.2,1990
Action,R,Next of Kin,USA,1989,movie,English,5.6,3.2,1990
Comedy,PG,New York Stories,USA,1989,movie,English,6.4,3.3,1990
Drama,R,Pet Sematary,USA,1989,movie,English,6.6,3.2,1990
Comedy,PG,Queen of Hearts,UK,1989,movie,English,6.9,3.9,1990
Drama,R,The Rachel Papers,UK,1989,movie,English,6.1,3.1,1990
Drama,NC-17,Santa Sangre,Mexico,1989,movie,English,7.7,4.1,1990
Comedy,PG-13,Say Anything...,USA,1989,movie,English,7.5,3.6,1990
Documentary,NA,Undergèngens arkitektur,Sweden,1989,movie,Swedish,8,3.9,1990
Crime,NA,Prime Suspect,UK,1991,series,English,8.5,3.6,1990
Comedy,NA,Archangel,Canada,1990,movie,English,6.8,3.6,1990
Drama,NOT RATED,The Big One: The Great Los Angeles Earthquake,USA,1990,movie,English,6.1,3.3,1990
Drama,PG,Daddy Nostalgia,France,1990,movie,French,7,3.4,1990
Drama,R,Everybody Wins,UK,1990,movie,English,5,2.5,1990
Action,R,The Rift,Spain,1990,movie,English,4.3,2.8,1990
Drama,R,Europa Europa,Germany,1990,movie,German,7.7,4.1,1990
Comedy,R,House Party,USA,1990,movie,English,6.2,2.9,1990
Crime,R,Miller's Crossing,USA,1990,movie,English,7.9,4,1990
Adventure,PG,The Neverending Story II: The Next Chapter,USA,1990,movie,English,5,2.9,1990
Horror,R,The Pit and the Pendulum,USA,1991,movie,English,6.2,3,1990
Comedy,R,Postcards from the Edge,USA,1990,movie,English,6.6,3.4,1990
Comedy,NA,On Tour,Italy,1990,movie,Italian,7.1,3.9,1990
Fantasy,NA,The Cave of the Golden Rose,Italy,1991,movie,Italian,7.6,NA,1990
Comedy,PG,American Friends,UK,1991,movie,English,6.6,3.3,1990
Biography,NA,Bix,Italy,1991,movie,English,6.2,3.3,1990
Comedy,R,Cast a Deadly Spell,USA,1991,movie,English,6.7,3.4,1990
Western,UNRATED,Conagher,USA,1991,movie,English,7.5,3.5,1990
Documentary,NA,Deep Blues,UK,1992,movie,English,7.5,3.6,1990
Drama,R,Dying Young,USA,1991,movie,English,5.9,3.2,1990
Comedy,PG-13,Look Who's Talking,USA,1989,movie,English,5.8,2.9,1990
Comedy,R,May Fools,France,1990,movie,French,7.3,3.7,1990
Action,R,Renegades,USA,1989,movie,English,5.3,2.8,1990
Action,PG-13,Three Fugitives,USA,1989,movie,English,6,2.9,1990
Drama,NA,The Match Factory Girl,Finland,1990,movie,Finnish,7.7,4,1990
Drama,PG,Life and Nothing But,France,1989,movie,French,7.5,3.9,1990
Action,PG,Back to the Future Part III,USA,1990,movie,English,7.4,3.4,1990
Drama,R,The Exorcist III,USA,1990,movie,English,6.3,2.9,1990
Crime,PG-13,Monsieur Hire,France,1989,movie,French,7.7,3.9,1990
Action,PG-13,Heaven and Earth,Japan,1990,movie,English,7.1,4,1990
Adventure,NA,Roadkill,Canada,1989,movie,English,7.1,3.6,1990
Drama,NOT RATED,I Hired a Contract Killer,Finland,1990,movie,English,7.3,4,1990
Drama,NA,The Winter War,Finland,1989,movie,Finnish,7.9,4,1990
Drama,PG,Mindwalk,USA,1990,movie,English,7.6,4.2,1990
Comedy,R,The Toxic Avenger Part II,USA,1989,movie,English,5,2.8,1990
Comedy,PG-13,Metropolitan,USA,1990,movie,English,7.4,3.9,1990
Horror,R,Night of the Living Dead,USA,1990,movie,English,6.9,3.3,1990
Comedy,R,True Love,USA,1989,movie,English,5.9,3.2,1990
Thriller,NA,Tècknamn Coq Rouge,Sweden,1989,movie,Swedish,5.7,0,1990
Comedy,NA,The Voice of the Moon,Italy,1990,movie,Italian,6.5,3.5,1990
Fantasy,R,Nightbreed,USA,1990,movie,English,6.6,3.3,1990
Crime,R,Bad Influence,USA,1990,movie,English,6.2,3.1,1990
Fantasy,R,Puppet Master II,USA,1990,movie,English,5.4,3,1990
Action,R,Once a Thief,Hong Kong,1991,movie,French,6.8,3.4,1990
Drama,R,Criminal Justice,USA,1990,movie,English,6.7,3.3,1990
Documentary,NA,Blood in the Face,USA,1991,movie,English,6.9,3.4,1990
Action,PG,The Hunt for Red October,USA,1990,movie,English,7.6,3.6,1990
Comedy,PG,Cool as Ice,USA,1991,movie,English,2.8,2.5,1990
Biography,NA,"Good Evening, Mr. Wallenberg",Sweden,1990,movie,Swedish,6.6,NA,1990
Drama,R,Edward II,UK,1991,movie,English,6.9,3.6,1990
Action,R,The Last of the Finest,USA,1990,movie,English,5.6,3,1990
Drama,PG-13,Lisa,USA,1990,movie,English,5.9,3.2,1990
Comedy,PG-13,Look Who's Talking Too,USA,1990,movie,English,4.4,2.6,1990
Action,R,Narrow Margin,USA,1990,movie,English,6.6,3.1,1990
Drama,R,Open Doors,Italy,1990,movie,Italian,7.2,4,1990
Horror,R,Two Evil Eyes,Italy,1990,movie,English,6.1,3.1,1990
Action,NA,Werner - Beinhart!,Germany,1990,movie,German,6.6,3.1,1990
Comedy,R,Where the Heart Is,USA,1990,movie,English,6.1,3.2,1990
Crime,NA,Conspiracy of Silence,Canada,1991,series,English,8,2.5,1990
Adventure,PG,Bill & Ted's Bogus Journey,USA,1991,movie,English,6.2,3,1990
Drama,NA,Il capitano,Sweden,1991,movie,Finnish,6.3,3.4,1990
Drama,R,Closet Land,USA,1991,movie,English,7.2,4,1990
Action,R,Double Impact,USA,1991,movie,English,5.4,2.7,1990
Drama,R,Europa,Spain,1991,movie,English,7.7,4,1990
Drama,R,Lost Angels,USA,1989,movie,English,6,3.4,1990
Action,R,Malarek,USA,1988,movie,English,6.1,0,1990
Drama,PG-13,Reunion,France,1989,movie,English,7,3.5,1990
Drama,NA,La rèvolution franèaise,France,1989,movie,French,7.5,3.8,1990
Comedy,R,Sidewalk Stories,USA,1989,movie,English,7.2,3.5,1990
Comedy,R,Staying Together,USA,1989,movie,English,6.3,3.2,1990
