genres,rated,title,countries,year,type,languages,imdb_rating,rt_rating,decade
Drama,PG-13,Z for Zachariah,Iceland,2015,movie,English,6.4,NA,2020
Drama,NA,Tomorrow's Joe,Japan,2011,movie,Japanese,6.6,NA,2010
Comedy,NA,Six-Pack Movie,Finland,2011,movie,Finnish,5.5,NA,2010
Crime,NA,Thorne: Sleepyhead,UK,2010,movie,English,6.8,NA,2010
Drama,PG,The Music Never Stopped,USA,2011,movie,English,7.6,NA,2010
Drama,NA,Avalon High,USA,2010,movie,English,5.7,NA,2010
Documentary,NA,A Cross the Universe,France,2008,movie,French,7.5,NA,2010
Animation,G,Day & Night,USA,2010,movie,English,8.2,NA,2010
Documentary,NOT RATED,Bill Cunningham New York,USA,2010,movie,English,7.9,NA,2010
Drama,NA,Blood of My Blood,Portugal,2011,movie,Portuguese,7.5,NA,2010
Action,NA,The Stool Pigeon,Hong Kong,2010,movie,Cantonese,6.8,3.4,2010
Documentary,R,Casino Jack and the United States of Money,USA,2010,movie,English,7.1,3.8,2010
Documentary,NA,Kim Jong-Il's Comedy Club,Denmark,2009,movie,Danish,7.6,3.5,2010
Comedy,R,Without Men,USA,2011,movie,English,3.1,1.7,2010
Comedy,NOT RATED,Collaborator,USA,2011,movie,English,6,3.4,2010
Drama,TV-PG,Secrets in the Walls,USA,2010,movie,English,5.2,2.6,2010
Comedy,NA,The New Year,USA,2010,movie,English,6.2,3.8,2010
Documentary,NA,Ayahuasca: Vine of the Soul,Canada,2010,movie,English,6.4,2,2010
Animation,TV-G,Curious George: A Very Monkey Christmas,USA,2009,movie,English,6.2,3.2,2010
Comedy,NA,"My Granpa, the Bankrobber",Netherlands,2011,movie,Dutch,6,0,2010
Horror,PG-13,House at the End of the Street,USA,2012,movie,English,5.6,NA,2010
Action,PG-13,G.I. Joe: Retaliation,USA,2013,movie,English,5.8,NA,2010
Drama,PG-13,Of Gods and Men,France,2010,movie,French,7.2,NA,2010
Horror,R,The Monitor,Norway,2011,movie,Norwegian,5.7,NA,2010
Documentary,NA,Kinbaku,Finland,2010,movie,Japanese,6.1,NA,2010
Animation,NA,Higglety Pigglety Pop! or There Must Be More to Life,Canada,2010,movie,English,6.9,NA,2010
Drama,R,The Monk,Spain,2011,movie,French,5.8,NA,2010
Animation,PG-13,DC Showcase: Jonah Hex,USA,2010,movie,English,7.4,NA,2010
Action,NA,Sword of Desperation,Japan,2010,movie,Japanese,7.2,NA,2010
Drama,NA,Vincent Wants to Sea,Germany,2010,movie,German,7.1,NA,2010
Action,PG-13,Jupiter Ascending,USA,2015,movie,English,5.5,NA,2020
Comedy,R,The Change-Up,USA,2011,movie,English,6.4,3.2,2010
Comedy,NA,Groupies bleiben nicht zum Frèhstèck,Germany,2010,movie,German,6.6,NA,2010
Comedy,NOT RATED,Adventures in the Sin Bin,USA,2012,movie,English,5.5,NA,2010
Drama,R,Vampire,USA,2011,movie,English,5.4,NA,2010
Drama,PG-13,Snow Flower and the Secret Fan,China,2011,movie,English,6,3.2,2010
Drama,NA,Crave,USA,2012,movie,English,5.3,2.5,2010
Comedy,NA,Unlikely Revolutionaries,Italy,2010,movie,Italian,6.1,2.5,2010
Drama,R,White Irish Drinkers,USA,2010,movie,English,6.8,3.7,2010
Drama,NA,Kawasaki's Rose,Czech Republic,2009,movie,Czech,7,3.2,2010
Documentary,NA,GasLand,USA,2010,movie,English,7.7,3.9,2010
Drama,R,Amigo,USA,2010,movie,English,5.7,3.4,2010
Drama,NA,Morgen,Romania,2010,movie,Romanian,7,3.2,2010
Comedy,R,Some Guy Who Kills People,USA,2011,movie,English,6.4,0,2010
Comedy,R,The Last Circus,Spain,2010,movie,Spanish,6.5,3.5,2010
Comedy,NA,A Christmas Wish,USA,2011,movie,English,6.4,3.5,2010
Biography,NA,The Last Sentence,Sweden,2012,movie,Swedish,6,NA,2010
Biography,PG,Soul Surfer,USA,2011,movie,English,7.1,NA,2010
Thriller,NA,I Am Slave,UK,2010,movie,Inconnu,6.8,NA,2010
Comedy,PG-13,New Year's Eve,USA,2011,movie,English,5.6,NA,2010
Comedy,NA,Bill Maher... But I'm Not Wrong,USA,2010,movie,Inconnu,7,NA,2010
Comedy,PG-13,Midnight in Paris,Spain,2011,movie,English,7.7,NA,2010
Crime,NA,PiraMMMida,Russia,2011,movie,Russian,6.6,NA,2010
Biography,NA,Cornelis,Sweden,2010,movie,Swedish,6.3,NA,2010
Documentary,NA,The Edge of Dreaming,UK,2009,movie,English,6.3,NA,2010
Animation,NA,Barbie in a Mermaid Tale,USA,2010,movie,English,5.9,NA,2010
Comedy,NA,You Should Meet My Son!,USA,2010,movie,English,6.6,NA,2010
Drama,NOT RATED,We Are What We Are,Mexico,2010,movie,Spanish,5.7,NA,2010
Action,PG-13,Premium Rush,USA,2012,movie,English,6.5,3.5,2010
Drama,PG-13,A Better Life,USA,2011,movie,English,7.2,3.8,2010
Comedy,PG-13,Just Go with It,USA,2011,movie,English,6.4,3.5,2010
Drama,NA,A Family,Denmark,2010,movie,Danish,6.7,3.5,2010
Action,NA,Chernaya Molniya,Russia,2009,movie,Russian,5.9,3.3,2010
Drama,NA,Beast,Denmark,2011,movie,Danish,5.8,2.9,2010
Biography,NA,El mural,Argentina,2010,movie,Spanish,6.2,3,2010
Documentary,PG-13,Catfish,USA,2010,movie,English,7.1,NA,2010
Drama,NA,Peak: The Rescuers,Japan,2011,movie,Japanese,6.3,NA,2010
Animation,NA,Lego: The Adventures of Clutch Powers,USA,2010,movie,English,5.8,NA,2010
Drama,NOT RATED,Brother,Venezuela,2010,movie,Spanish,7.5,NA,2010
Drama,NOT RATED,Confessions,Japan,2010,movie,Japanese,7.9,NA,2010
Animation,NA,Les bessones del carrer de Ponent,Spain,2010,movie,Inconnu,7.2,NA,2010
Drama,NA,Natarang,India,2010,movie,Marathi,7.9,NA,2010
Drama,NA,Maladies,USA,2012,movie,English,5.1,NA,2010
Comedy,PG-13,LOL,USA,2012,movie,English,4.2,NA,2010
Comedy,NA,Badmaa$h Company,India,2010,movie,Hindi,6,NA,2010
Action,R,My Way,South Korea,2011,movie,Korean,7.8,NA,2010
Drama,PG-13,Will You Cross the Skies for Me?,India,2010,movie,Tamil,7.9,NA,2010
Horror,NA,Dark Souls,Norway,2010,movie,Norwegian,5.3,NA,2010
Comedy,R,Young Adult,USA,2011,movie,English,6.3,NA,2010
Action,PG-13,The Mortal Instruments: City of Bones,USA,2013,movie,English,6,3.5,2010
Comedy,R,The Guard,Ireland,2011,movie,English,7.3,3.9,2010
Drama,NA,Treacle Jr.,UK,2010,movie,English,6.9,NA,2010
Action,R,Point Blank,France,2010,movie,French,6.8,3.7,2010
Comedy,PG,Judy Moody and the Not Bummer Summer,USA,2011,movie,English,4.1,2.9,2010
Drama,NC-17,Elles,France,2011,movie,French,5.7,2.6,2010
Drama,R,The Flowers of War,China,2011,movie,Mandarin,7.6,3.8,2010
Drama,R,Saigo no Chèshingura,Japan,2010,movie,Japanese,7.3,2,2010
Action,UNRATED,Elite Squad: The Enemy Within,Brazil,2010,movie,Portuguese,8.1,4.2,2010
Animation,NA,Dock Ellis & The LSD No-No,USA,2010,movie,English,7.6,0,2010
Documentary,NA,Freedom Riders,USA,2010,movie,English,8.1,3.7,2010
Drama,PG-13,Legendary,USA,2010,movie,English,6.2,3.6,2010
Adventure,NA,Suicide Club,Germany,2010,movie,German,5.8,3.8,2010
Crime,NA,Federal Bank Heist,Brazil,2011,movie,Portuguese,5.8,NA,2010
Comedy,NA,Kick,India,2009,movie,Telugu,7.8,NA,2010
Documentary,NA,Saturday Night,USA,2010,movie,English,7,NA,2010
Comedy,R,I'm Still Here,USA,2010,movie,English,6.2,2.8,2010
Comedy,PG-13,A Birder's Guide to Everything,USA,2013,movie,English,6.3,NA,2010
Comedy,TV-PG,Double Wedding,USA,2010,movie,English,5.7,NA,2010
Comedy,NA,Cousinhood,Spain,2011,movie,Spanish,6.7,NA,2010
Musical,NA,Score: A Hockey Musical,Canada,2010,movie,English,4.8,NA,2010
Action,PG-13,Abduction,USA,2011,movie,English,5,NA,2010
Drama,NOT RATED,The Eye of the Storm,Australia,2011,movie,English,6.3,NA,2010
Drama,PG-13,The Vow,USA,2012,movie,English,6.8,NA,2010
Adventure,NA,Time Traveller,Japan,2010,movie,Japanese,6.5,NA,2010
Documentary,NOT RATED,The Waiting Room,USA,2012,movie,English,6.9,NA,2010
Biography,PG-13,Cesar Chavez,USA,2014,movie,English,6.4,NA,2010
Comedy,R,Natural Selection,USA,2011,movie,English,6.5,NA,2010
Drama,NOT RATED,North Sea Texas,Belgium,2011,movie,Dutch,7.3,NA,2010
Drama,PG-13,Touchback,USA,2011,movie,English,6.5,NA,2010
Action,PG-13,Edge of Tomorrow,USA,2014,movie,English,7.9,NA,2010
Animation,NA,Pixels,France,2010,movie,Inconnu,7.6,NA,2010
Comedy,NA,Skylab,France,2011,movie,French,6.4,NA,2010
Crime,NOT RATED,Cold Fish,Japan,2010,movie,Japanese,7.1,NA,2010
Comedy,NA,Almanya: Welcome to Germany,Germany,2011,movie,German,7.2,NA,2010
Biography,NA,Caravaggio,Italy,2007,movie,Italian,6.9,3.4,2010
Animation,PG,Underdogs,Spain,2013,movie,Spanish,6.8,NA,2010
Comedy,R,Once Upon a Time in Queens,USA,2013,movie,English,6,NA,2010
Drama,NA,Mars et Avril,Canada,2012,movie,French,5.9,NA,2010
Drama,R,Terraferma,Italy,2011,movie,Italian,6.8,NA,2010
Drama,NA,No Return,Spain,2010,movie,Spanish,6.9,NA,2010
Comedy,NA,Russendisko,Germany,2012,movie,German,5.6,NA,2010
Comedy,NA,A Few Best Men,Australia,2011,movie,English,5.8,NA,2010
Drama,NA,I Want to Be a Soldier,Spain,2010,movie,English,5.9,NA,2010
Horror,NOT RATED,Kidnapped,Spain,2010,movie,Spanish,6.4,NA,2010
Comedy,G,Sharpay's Fabulous Adventure,USA,2011,movie,English,4.7,NA,2010
Action,PG-13,The Flyboys,USA,2008,movie,English,6.9,3.6,2010
Drama,R,The Patience Stone,Afghanistan,2012,movie,Persian,7,NA,2010
Animation,PG,The Prophet,USA,2014,movie,English,6.8,NA,2010
Drama,R,96 Minutes,USA,2011,movie,English,5.7,NA,2010
Drama,NA,Postcard,Japan,2010,movie,Japanese,7.1,NA,2010
Drama,NA,7 Khoon Maaf,India,2011,movie,Hindi,6.2,NA,2010
Drama,NA,Body of Water,Finland,2011,movie,Finnish,5.4,NA,2010
Comedy,PG-13,Love Birds,New Zealand,2011,movie,English,5.9,NA,2010
Comedy,R,Project X,USA,2012,movie,English,6.7,NA,2010
Drama,NA,Majesty,Netherlands,2010,movie,Dutch,6.6,NA,2010
Drama,PG-13,Courageous,USA,2011,movie,English,7,NA,2010
Documentary,R,Client 9: The Rise and Fall of Eliot Spitzer,USA,2010,movie,English,7.4,NA,2010
Drama,NOT RATED,Udaan,India,2010,movie,Hindi,8.4,NA,2010
Animation,NA,Ronal the Barbarian,Denmark,2011,movie,Danish,6.7,NA,2010
Comedy,NOT RATED,Tere Bin Laden,India,2010,movie,Hindi,7.3,NA,2010
Comedy,PG,Foster,UK,2011,movie,English,6.8,NA,2010
Comedy,NA,Los Marziano,Argentina,2011,movie,Spanish,5.5,NA,2010
Comedy,NA,Kooky,Czech Republic,2010,movie,Czech,7.4,NA,2010
Documentary,NA,Dragonslayer,USA,2011,movie,English,5.8,NA,2010
Drama,NA,Maledimiele,Italy,2011,movie,Inconnu,6,NA,2010
Action,NOT RATED,Hobo with a Shotgun,Canada,2011,movie,English,6.1,NA,2010
Horror,R,Intruders,USA,2011,movie,English,5.4,NA,2010
Action,PG-13,In Time,USA,2011,movie,English,6.7,NA,2010
Documentary,R,The Armstrong Lie,USA,2013,movie,English,7.2,NA,2010
Animation,PG,Justin and the Knights of Valour,Spain,2013,movie,English,6.1,NA,2010
Horror,PG-13,Shark Night 3D,USA,2011,movie,English,4,NA,2010
Drama,NA,The Cosmonaut,Spain,2013,movie,English,4,NA,2010
Biography,NA,Caravaggio,Italy,2007,movie,Italian,6.9,3.4,2010
Comedy,NA,The Immature,Italy,2011,movie,Italian,6.1,NA,2010
Drama,NA,Jitters,Iceland,2010,movie,Icelandic,6.9,NA,2010
Adventure,NA,Montevideo: Taste of a Dream,Serbia,2010,movie,Serbian,8.4,NA,2010
Drama,NA,A Screaming Man,France,2010,movie,French,6.8,NA,2010
Drama,NA,Hands Up,France,2010,movie,French,6.1,NA,2010
Thriller,R,Below Zero,Canada,2011,movie,English,4.4,NA,2010
Documentary,NA,Burzynski,USA,2010,movie,English,7.3,NA,2010
Crime,NA,Miss Lovely,India,2012,movie,Hindi,6.7,NA,2010
Drama,NA,Among Us,Netherlands,2011,movie,English,5.9,NA,2010
Action,R,Sacrifice,Canada,2011,movie,English,4.4,NA,2010
Drama,NA,Van Gogh: Painted with Words,UK,2010,movie,English,8.2,NA,2010
Comedy,R,Friends with Benefits,USA,2011,movie,English,6.6,NA,2010
Documentary,NA,Armadillo,Denmark,2010,movie,Danish,7.6,NA,2010
Comedy,PG-13,Jumping the Broom,USA,2011,movie,English,5.6,NA,2010
Action,R,Blackthorn,Spain,2011,movie,English,6.6,NA,2010
Short,NA,God of Love,USA,2010,movie,Inconnu,7.7,NA,2010
Action,PG,Johnny English Reborn,USA,2011,movie,English,6.3,NA,2010
Documentary,NA,An Affair of the Heart,USA,2012,movie,English,7.2,NA,2010
Comedy,R,Ted,USA,2012,movie,English,7,NA,2010
Crime,R,Rampart,USA,2011,movie,English,5.8,NA,2010
Action,R,Erased,USA,2012,movie,English,6.1,NA,2010
Comedy,R,The Dictator,USA,2012,movie,English,6.4,NA,2010
Adventure,NA,My Joy,Germany,2010,movie,Russian,6.9,NA,2010
Romance,NA,Darling,India,2010,movie,Telugu,7.3,NA,2010
Adventure,NA,My Joy,Germany,2010,movie,Russian,6.9,NA,2010
Drama,NOT RATED,Laurence Anyways,Canada,2012,movie,French,7.6,NA,2010
Documentary,NA,Draquila - L'Italia che trema,Italy,2010,movie,Italian,7.6,NA,2010
Comedy,PG-13,The Artist,France,2011,movie,English,8,NA,2010
Drama,NA,The Comedian,UK,2012,movie,English,5.4,NA,2010
Horror,PG-13,Spiders,USA,2013,movie,English,3.4,NA,2010
Animation,PG,Jack and the Cuckoo-Clock Heart,France,2013,movie,French,7,3.6,2010
Crime,NOT RATED,X: Night of Vengeance,Australia,2011,movie,English,5.6,NA,2010
Documentary,NA,Four Days Inside Guantanamo,Australia,2010,movie,English,7.2,NA,2010
Drama,R,Citadel,Ireland,2012,movie,English,5.4,NA,2010
Documentary,NA,La èltima cima,Spain,2010,movie,Spanish,7.1,NA,2010
Documentary,NA,Ganavim Ba Hok,Germany,2010,movie,Russian,7.2,NA,2010
Biography,NA,Mozart's Sister,France,2010,movie,French,6.3,NA,2010
Documentary,PG-13,Inside Job,USA,2010,movie,English,8.3,NA,2010
Documentary,NA,The Autobiography of Nicolae Ceausescu,Romania,2010,movie,Romanian,7.8,NA,2010
Biography,R,My Week with Marilyn,UK,2011,movie,English,7,NA,2010
Drama,NA,Love Like Poison,France,2010,movie,French,6.5,NA,2010
Drama,PG-13,The Age of Adaline,USA,2015,movie,English,7.3,NA,2020
Action,PG,Here Comes the Boom,USA,2012,movie,English,6.5,NA,2010
Action,PG-13,Colombiana,France,2011,movie,English,6.4,NA,2010
Action,NA,Rakhta Charitra,India,2010,movie,Hindi,7.6,NA,2010
Drama,NA,Lights Out,France,2010,movie,French,6.4,NA,2010
Action,PG-13,Wrath of the Titans,USA,2012,movie,English,5.8,NA,2010
Action,NA,Outbound,Romania,2010,movie,Romanian,6.7,NA,2010
Action,NA,The Lost Bladesman,China,2011,movie,Mandarin,6,NA,2010
Biography,PG,Big Miracle,USA,2012,movie,English,6.5,3.6,2010
Comedy,R,C.O.G.,USA,2013,movie,English,5.5,NA,2010
Comedy,NA,Love in Disguise,China,2010,movie,Mandarin,5.9,NA,2010
Comedy,NOT RATED,Dysfunctional Friends,USA,2012,movie,English,5.3,NA,2010
Drama,NOT RATED,The Silent House,Uruguay,2010,movie,Spanish,5.4,NA,2010
Family,NA,Lemonade Mouth,USA,2011,movie,English,7,NA,2010
Drama,PG-13,The Impossible,Spain,2012,movie,English,7.6,NA,2010
Drama,PG,I Wish,Japan,2011,movie,Japanese,7.4,NA,2010
Comedy,R,Wanderlust,USA,2012,movie,English,5.6,NA,2010
Action,R,Special Forces,France,2011,movie,French,6.3,NA,2010
Drama,PG-13,The Perks of Being a Wallflower,USA,2012,movie,English,8,NA,2010
Comedy,PG-13,Chicken with Plums,France,2011,movie,French,7,NA,2010
Drama,NA,The Painting Sellers,Finland,2010,movie,Finnish,6.6,NA,2010
Action,NA,New Kids Turbo,Netherlands,2010,movie,Dutch,6.4,NA,2010
Documentary,NA,Sharunas Bartas: An Army of One,France,2010,movie,Lithuanian,6.2,NA,2010
Comedy,NOT RATED,For Lovers Only,USA,2011,movie,English,7.2,NA,2010
Documentary,NA,Kapitalism: Our Improved Formula,Romania,2010,movie,Romanian,7.6,NA,2010
Crime,R,The Tall Man,USA,2012,movie,English,6,NA,2010
Action,PG-13,The Chaperone,USA,2011,movie,English,5.1,NA,2010
Comedy,NOT RATED,Crazy Eyes,USA,2012,movie,English,3.9,NA,2010
Drama,G,16 Wishes,Canada,2010,movie,English,5.6,NA,2010
Comedy,R,The Names of Love,France,2010,movie,French,7.2,NA,2010
Documentary,NA,The House of Suh,USA,2010,movie,English,7.3,NA,2010
Short,NA,3x3,Portugal,2009,movie,Portuguese,6.9,NA,2010
Action,R,The Numbers Station,UK,2013,movie,English,5.6,NA,2010
Drama,NA,Our Children,Belgium,2012,movie,French,6.7,NA,2010
Crime,NOT RATED,Polisse,France,2011,movie,French,7.3,NA,2010
Thriller,R,Cut Bank,USA,2014,movie,English,6,NA,2010
Fantasy,NA,Madonna's Pig,Belgium,2011,movie,Dutch,6,NA,2010
Horror,NA,The Depraved,Germany,2011,movie,English,5.2,NA,2010
Biography,PG,Million Dollar Arm,USA,2014,movie,English,7.1,NA,2010
Drama,NA,Three Steps Above Heaven,Spain,2010,movie,Spanish,7.1,NA,2010
Drama,NA,Vedam,India,2010,movie,Telugu,8.1,NA,2010
Drama,NA,Christopher and His Kind,UK,2011,movie,English,7.1,NA,2010
Drama,NA,Our Day Will Come,France,2010,movie,French,6.1,NA,2010
Drama,NA,Thèrèse,France,2012,movie,French,6.1,NA,2010
Comedy,NOT RATED,Mental,USA,2012,movie,English,6.1,NA,2010
Animation,NA,The Suicide Shop,France,2012,movie,French,6.1,NA,2010
Crime,NA,Sket,UK,2011,movie,English,4.8,NA,2010
Comedy,NA,The Unintentional Kidnapping of Mrs. Elfriede Ott,Austria,2010,movie,German,7.3,NA,2010
Comedy,R,Dorfman in Love,USA,2011,movie,English,6.1,NA,2010
Horror,R,Hell,Germany,2011,movie,German,5.9,NA,2010
Drama,NA,Wreckers,UK,2011,movie,English,6.1,NA,2010
Crime,R,The Entitled,Canada,2011,movie,English,6.2,NA,2010
Comedy,NA,Game of Werewolves,Spain,2011,movie,Spanish,6.1,NA,2010
Drama,NA,Robert Mitchum Is Dead,France,2010,movie,French,5.3,NA,2010
Short,NA,Apricot,Australia,2009,movie,English,7.3,NA,2010
Action,NA,Singam,India,2010,movie,Tamil,6.5,NA,2010
Drama,PG-13,Gimme Shelter,USA,2013,movie,English,6.5,NA,2010
Biography,NA,Toast,UK,2010,movie,English,6.7,NA,2010
Comedy,R,What a Man,Germany,2011,movie,German,5.6,NA,2010
Action,NOT RATED,The Legend Is Born: Ip Man,Hong Kong,2010,movie,Cantonese,7.1,NA,2010
Drama,PG-13,The Art of Getting By,USA,2011,movie,English,6.6,NA,2010
Drama,PG-13,Romeo & Juliet,UK,2013,movie,English,5.7,NA,2010
Crime,NA,Bedevilled,South Korea,2010,movie,Korean,7.3,NA,2010
Action,R,[REC] 4: Apocalypse,Spain,2014,movie,Spanish,5.4,NA,2010
Action,NA,186 Dollars to Freedom,USA,2012,movie,English,4.9,NA,2010
Drama,NA,Ghost,South Korea,2010,movie,Japanese,5.7,NA,2010
Horror,NA,Bestseller,South Korea,2010,movie,Korean,6.3,NA,2010
Drama,NA,A Second Childhood,Italy,2010,movie,Italian,6.3,NA,2010
Documentary,PG,"Food, Inc.",USA,2008,movie,English,7.9,3.9,2010
Comedy,PG,The Decoy Bride,UK,2011,movie,English,6.1,NA,2010
Drama,PG,Cinderella,USA,2015,movie,English,7.1,NA,2020
Drama,R,On the Ice,USA,2011,movie,English,6.3,NA,2010
Drama,R,Wasted on the Young,Australia,2010,movie,English,6,NA,2010
Drama,NA,Eye of the Hurricane,USA,2012,movie,English,5.5,NA,2010
Family,NA,Totally True Love,Norway,2011,movie,Norwegian,7,NA,2010
Comedy,PG,Diary of a Wimpy Kid: Rodrick Rules,USA,2011,movie,English,6.6,NA,2010
Mystery,PG-13,Super 8,USA,2011,movie,English,7.1,NA,2010
Drama,NA,Jo pour Jonathan,Canada,2010,movie,French,5.9,NA,2010
Documentary,G,Cave of Forgotten Dreams,Canada,2010,movie,English,7.4,NA,2010
Comedy,PG-13,Vampires Suck,USA,2010,movie,English,3.5,NA,2010
Drama,NA,Le Quattro Volte,Italy,2010,movie,Italian,7.2,NA,2010
Biography,NA,Louis Cyr,Canada,2013,movie,French,7.5,NA,2010
Comedy,R,"Happy, Happy",Norway,2010,movie,Norwegian,6.5,NA,2010
Action,R,Ong-bak 3,Thailand,2010,movie,Thai,4.9,NA,2010
Action,R,Safe,USA,2012,movie,English,6.5,NA,2010
Drama,NOT RATED,House of Tolerance,France,2011,movie,French,6.8,NA,2010
Action,NA,Dead Sea,USA,2014,movie,English,4,NA,2010
Drama,NOT RATED,Outside Satan,France,2011,movie,French,6.3,NA,2010
Documentary,NA,Queen of the Sun: What Are the Bees Telling Us?,USA,2010,movie,English,7.1,NA,2010
Documentary,NA,I Wish I Knew,China,2010,movie,Chinese,7,NA,2010
Drama,PG-13,"Life, Above All",South Africa,2010,movie,Southern Sotho,7.1,NA,2010
Comedy,R,"Peace, Love, & Misunderstanding",USA,2011,movie,English,5.9,NA,2010
Comedy,UNRATED,"Turn Me On, Dammit!",Norway,2011,movie,Norwegian,6.4,NA,2010
Documentary,R,The Doors: When You're Strange,USA,2009,movie,English,7.7,3.9,2010
Mystery,R,Night Train to Lisbon,Germany,2013,movie,English,6.8,NA,2010
Thriller,NA,No Rest for the Wicked,Spain,2011,movie,Spanish,6.4,NA,2010
Drama,UNRATED,Once Upon a Time Veronica,Brazil,2012,movie,Portuguese,6.1,NA,2010
Animation,PG,How to Train Your Dragon 2,USA,2014,movie,English,7.9,NA,2010
Horror,R,[REC] 3: Genesis,Spain,2012,movie,Spanish,5.1,NA,2010
Action,R,Kick-Ass 2,USA,2013,movie,English,6.7,NA,2010
Documentary,UNRATED,Boxing Gym,USA,2010,movie,English,7,NA,2010
Documentary,NA,Stephen Hawking's Universe,UK,2010è,series,English,8.7,NA,2010
Drama,NA,The Matchmaker,Israel,2010,movie,Hebrew,7.2,NA,2010
Drama,NA,The Light Thief,France,2010,movie,Kirghiz,6.4,NA,2010
Comedy,NA,Shapito-shou,Russia,2011,movie,Russian,7.7,NA,2010
Comedy,PG-13,Grudge Match,USA,2013,movie,English,6.5,NA,2010
Action,PG-13,Pacific Rim,USA,2013,movie,English,7,NA,2010
Action,PG,Looking for Jackie,China,2009,movie,Mandarin,4.1,2.5,2010
Drama,NA,Heat Wave,France,2011,movie,French,6,2.9,2010
Documentary,NA,Marathon Boy,UK,2010,movie,Oriya,7.2,3.9,2010
Crime,R,Trespass,USA,2011,movie,English,5.3,2.5,2010
Drama,R,360,UK,2011,movie,English,6.2,2.8,2010
Documentary,NA,The World According to Ion B.,Romania,2009,movie,Romanian,8.1,4.5,2010
Action,R,Welcome to the Punch,UK,2013,movie,English,6.1,1.9,2010
Comedy,NA,Microphone,Egypt,2010,movie,Arabic,7.3,3.9,2010
Drama,NA,Hard Labor,Brazil,2011,movie,Portuguese,6.6,3.5,2010
Action,PG-13,Vampire Academy,USA,2014,movie,English,5.6,3.4,2010
Short,NA,I Don't Want to Go Back Alone,Brazil,2010,movie,Portuguese,8.4,3.9,2010
Documentary,PG-13,Life in a Day,UK,2011,movie,English,7.7,3.9,2010
Documentary,PG,Cool It,USA,2010,movie,English,6.8,3.8,2010
Drama,G,Seven Days in Utopia,USA,2011,movie,English,6.1,3.7,2010
Animation,PG,Tarzan,Germany,2013,movie,English,4.8,NA,2010
Animation,NA,Dragon Age: Dawn of the Seeker,USA,2012,movie,English,5.9,3,2010
Biography,NOT RATED,The Conquest,France,2011,movie,French,6.3,3.2,2010
Thriller,NA,Dr. Ketel,Germany,2011,movie,German,6.8,0,2010
Crime,R,Snow on Tha Bluff,USA,2011,movie,English,6.6,4,2010
Drama,NA,The Green,USA,2011,movie,English,6.5,0,2010
Animation,NA,Tom and Jerry Meet Sherlock Holmes,USA,2010,movie,English,6.7,3.5,2010
Drama,R,The Trouble with the Truth,USA,2011,movie,English,5.4,3.7,2010
Documentary,NOT RATED,The Green Wave,Germany,2010,movie,German,7.6,3.5,2010
Animation,PG,Ice Age: Continental Drift,USA,2012,movie,English,6.7,3.6,2010
Comedy,R,American Animal,USA,2011,movie,English,4,3.1,2010
Comedy,NA,Kolka Cool,Latvia,2011,movie,Latvian,7.2,3.2,2010
Animation,PG,Green Lantern: Emerald Knights,USA,2011,movie,English,6.9,4.2,2010
Documentary,NOT RATED,Happy People: A Year in the Taiga,Germany,2010,movie,English,7.7,3.8,2010
Comedy,NA,Simple Simon,Sweden,2010,movie,Swedish,7,3.7,2010
Documentary,NA,The Human Family Tree,USA,2009,movie,English,7.3,3.1,2010
Crime,NA,Omar Killed Me,France,2011,movie,French,6.7,3.5,2010
Comedy,PG,Do Dooni Chaar,India,2010,movie,Hindi,7.6,3.6,2010
Drama,R,Anna,Spain,2013,movie,English,6.4,3,2010
Comedy,NA,The Discoverers,USA,2012,movie,English,5.6,3.5,2010
Drama,PG-13,October Baby,USA,2011,movie,English,6.7,4.1,2010
Action,NA,7 Aum Arivu,India,2011,movie,Tamil,5.8,3.7,2010
Thriller,R,The Calling,USA,2014,movie,English,5.8,NA,2010
Biography,NA,3096 Days,Germany,2013,movie,English,6.3,3.1,2010
Western,TV-PG,Love's Resounding Courage,Ireland,2011,movie,English,6.8,0.5,2010
Comedy,R,Girl Walks Into a Bar,USA,2011,movie,English,5.8,2.9,2010
Comedy,NA,The Source,Belgium,2011,movie,Arabic,7.2,3.6,2010
Action,NC-17,El Narco,Mexico,2010,movie,Spanish,7.9,4.1,2010
Crime,NA,Mindfulness and Murder,Thailand,2011,movie,Thai,6.9,0,2010
Drama,NA,New Jerusalem,USA,2011,movie,English,6.6,3.4,2010
Drama,NA,Silent Souls,Russia,2010,movie,Russian,6.7,3.6,2010
Drama,NA,Captive,France,2012,movie,Tagalog,6.1,3.3,2010
Comedy,R,Casa de mi Padre,USA,2012,movie,Spanish,5.5,2.8,2010
Biography,UNRATED,Eisenstein in Guanajuato,Netherlands,2015,movie,English,6.7,2.5,2020
Biography,R,13 Minutes,Germany,2015,movie,German,7.2,3.3,2020
Documentary,NA,Metrobranding,Romania,2010,movie,Romanian,7.5,0,2010
Comedy,PG-13,Joyful Noise,USA,2012,movie,English,5.6,3.7,2010
Drama,NOT RATED,Weekend,UK,2011,movie,English,7.7,4.1,2010
Drama,NA,Summer of Goliath,Canada,2010,movie,Spanish,5.9,0,2010
Drama,R,Drift,Australia,2013,movie,English,6.3,3.4,2010
Comedy,R,Inbred,Germany,2011,movie,English,5.3,2.8,2010
Horror,NOT RATED,Penumbra,Argentina,2011,movie,Spanish,5.5,2.8,2010
